Req Number,Department,Date,Item #,Item Quantity
2065,4005,738320,90000,4
2066,4005,738321,91100,4
2067,4005,738321,10200,1
2068,4005,738321,10000,1
2069,4005,738321,35700,1
2070,9000,738321,20000,2
2071,9000,738321,20300,1
2072,9000,738321,20100,2
2073,9000,738321,30000,8
2074,9000,738321,10000,1
2075,9000,738321,10100,1
2076,9000,738321,10200,1
2077,6900,738321,60700,4
2078,4005,738321,30000,12
2079,4005,738321,91100,2
2080,4005,738321,35700,1
2081,4005,738321,45000,1
2082,4005,738321,35500,1
2083,4005,738321,35600,1
2084,4005,738321,20500,2
2085,4005,738321,61300,3
2086,4005,738321,90000,3
2087,4005,738321,70000,1
2088,4005,738321,70100,1
2089,4005,738321,70200,2
2090,4005,738321,70300,3
2091,4005,738321,90700,1
2092,4005,738321,90300,1
2093,4005,738321,30200,15
2094,4005,738321,30100,4
2095,3000,738321,20200,1
2096,4005,738321,35800,2
2097,4005,738321,20000,2
2098,4005,738321,70200,40
2099,4005,738321,70300,40
2100,4005,738321,90600,36
2101,4005,738321,102700,3
2102,4005,738321,20300,20
2103,4005,738321,10200,55
2104,4005,738321,10000,55
2105,4005,738321,20200,12
2106,4005,738321,30000,40
2107,3001,738322,20000,1
2108,4111,738322,80000,2
2109,4111,738322,80100,2
2110,2000,738322,61300,2
2111,4005,738322,60000,1
2112,4005,738322,100000,2
2113,4005,738322,80000,6
2114,4005,738322,80100,6
2115,3000,738322,80000,3
2116,3000,738322,80100,3
2117,4005,738322,20200,11
2118,4005,738322,30000,36
2119,4005,738322,80000,4
2120,4005,738322,80100,4
2121,4005,738322,91100,6
2122,4005,738322,35700,1
2123,4005,738322,35500,3
2124,4005,738322,35600,3
2125,4005,738322,20500,1
2126,4005,738322,61300,6
2127,4005,738322,90000,9
2128,4005,738322,70200,2
2129,4005,738322,70300,2
2130,4005,738322,10200,2
2131,6699,738322,101000,1
2132,4135,738322,20700,1
2133,4005,738323,62000,2
2134,4005,738323,80200,1
2135,4005,738323,80500,1
2136,4005,738323,61000,8
2137,4005,738323,60800,4
2138,4005,738323,20200,12
2139,4005,738323,30000,20
2140,4005,738323,80000,3
2141,4005,738323,80100,3
2142,4005,738323,35500,1
2143,4005,738323,35600,1
2144,4005,738323,61300,9
2145,4005,738323,90000,7
2146,4005,738323,70300,2
2147,4005,738323,10200,1
2148,4005,738323,61200,1
2149,4005,738323,61000,2
2150,4005,738323,60400,1
2151,4005,738323,81700,1
2152,4005,738323,60700,1
2153,4005,738323,60800,3
2154,4005,738323,100000,1
2155,4005,738323,51500,1
2156,4005,738323,90400,1
2157,4005,738323,60800,4
2158,4005,738323,61000,8
2159,4135,738323,51400,1
2160,6699,738323,70200,40
2161,6699,738323,70300,40
2162,6699,738323,90600,36
2163,6699,738323,81500,24
2164,6699,738323,102700,3
2165,6699,738323,20300,20
2166,6699,738323,10200,55
2167,6699,738323,10000,30
2168,6699,738323,20200,12
2169,6699,738323,30000,40
2170,7500,738323,20300,1
2171,7500,738323,20000,3
2172,7500,738323,10100,10
2173,7500,738323,70300,20
2174,7500,738323,70200,20
2175,7500,738323,80000,4
2176,7500,738323,80100,4
2177,4005,738323,10200,15
2178,4005,738323,10000,2
2179,4005,738323,10100,4
2180,4005,738323,10200,2
2181,4005,738323,91100,6
2182,4005,738323,20000,1
2183,3001,738323,20200,3
2184,3001,738323,20000,4
2185,4005,738323,90400,1
2186,4005,738323,80100,3
2187,3001,738323,20000,1
2188,3001,738323,20200,1
2189,3001,738323,10100,1
2190,4005,738324,20200,12
2191,4005,738324,30000,9
2192,4005,738324,80000,1
2193,4005,738324,80100,1
2194,4005,738324,91100,15
2195,4005,738324,45000,3
2196,4005,738324,20500,2
2197,4005,738324,61300,3
2198,4005,738324,90500,1
2199,4005,738324,90000,8
2200,4005,738324,70000,1
2201,4005,738324,70100,2
2202,4005,738324,70300,2
2203,4005,738324,60500,1
2204,4005,738324,10200,2
2205,4005,738324,75500,2
2206,4135,738324,10200,1
2207,4005,738324,80200,1
2208,4005,738324,80500,4
2209,4135,738324,20200,1
2210,4135,738324,30000,4
2211,4135,738324,70100,3
2212,4135,738324,70200,3
2213,4135,738324,70300,3
2214,4005,738324,20500,2
2215,4005,738324,70400,1
2216,3000,738324,20200,3
2217,3000,738324,10100,2
2218,4005,738324,10200,5
2219,4005,738324,10300,1
2220,6632,738324,10000,25
2221,6632,738324,10100,30
2222,6632,738324,10200,30
2223,6632,738324,61300,6
2224,6632,738324,60700,6
2225,6632,738324,80000,25
2226,6632,738324,80100,25
2227,6632,738324,70000,150
2228,6632,738324,70100,150
2229,6632,738324,70200,200
2230,6632,738324,70300,100
2231,7200,738324,62000,2
2232,6699,738324,61800,2
2233,6699,738324,61900,2
2234,6699,738324,60800,2
2235,6699,738324,60600,2
2236,4005,738324,80600,28
2237,4005,738324,10200,1
2238,4005,738324,90000,3
2239,4005,738325,20200,13
2240,4005,738325,30000,8
2241,4005,738325,80000,3
2242,4005,738325,80100,5
2243,4005,738325,61300,4
2244,4005,738325,90000,7
2245,4005,738325,70100,2
2246,4005,738325,70200,6
2247,4005,738325,70300,4
2248,4005,738325,10200,1
2249,4005,738325,60500,1
2250,4005,738325,60700,1
2251,4111,738325,70300,1
2252,2000,738325,61300,4
2253,4005,738325,70400,2
2254,4005,738325,90400,1
2255,4005,738325,30200,1
2256,4005,738325,30100,2
2257,4005,738325,75500,1
2258,4005,738325,101900,1
2259,2256,738326,80400,1
2260,3000,738326,35500,2
2261,4005,738326,10200,7
2262,3000,738326,70400,1
2263,3000,738326,60600,2
2264,3000,738326,61800,2
2265,4005,738326,20000,1
2266,4005,738326,60100,1
2267,4005,738326,81700,1
2268,4005,738326,35800,12
2269,4005,738326,10200,6
2270,4001,738326,10200,3
2271,4001,738326,100000,3
2272,4005,738326,10200,16
2273,4111,738326,10000,1
2274,4111,738327,20000,1
2275,4111,738327,20200,1
2276,3000,738327,20000,4
2277,3000,738327,80000,1
2278,3000,738327,80100,1
2279,3000,738327,20000,1
2280,3000,738327,60000,1
2281,3000,738327,20000,1
2282,3000,738327,30000,1
2283,4005,738327,10200,1
2284,3000,738327,80200,1
2285,3000,738327,20000,1
2286,3000,738327,60000,1
2287,4005,738327,51100,1
2288,4005,738327,20000,1
2289,3000,738327,61800,3
2290,3000,738327,60800,3
2291,3000,738327,80200,2
2292,4005,738327,20200,17
2293,4005,738327,30000,44
2294,4005,738327,35300,1
2295,4005,738327,80000,6
2296,4005,738327,80100,6
2297,4005,738327,45000,2
2298,4005,738327,90500,1
2299,4005,738327,90700,2
2300,4005,738327,20500,2
2301,4005,738327,61300,7
2302,4005,738327,90000,2
2303,4005,738327,70200,6
2304,4005,738327,70300,5
2305,4005,738327,10200,1
2306,4005,738327,60400,1
2307,4005,738327,81700,1
2308,4005,738327,60700,2
2309,4005,738327,60800,1
2310,4005,738327,20200,31
2311,4005,738327,30000,32
2312,4005,738327,35300,1
2313,4005,738327,80000,16
2314,4005,738327,80100,18
2315,4005,738327,91100,6
2316,4005,738327,90500,1
2317,4005,738327,20500,2
2318,4005,738327,61300,6
2319,4005,738327,90000,4
2320,4005,738327,70100,2
2321,4005,738327,70200,3
2322,4005,738327,70300,4
2323,4005,738327,10200,1
2324,4005,738327,61900,1
2325,4005,738327,60800,1
2326,4005,738327,70400,2
2327,4005,738327,10300,8
2328,4005,738327,10200,8
2329,3000,738327,75000,1
2330,3000,738327,75400,1
2331,3000,738327,30000,4
2332,3000,738327,61300,1
2333,2256,738327,61900,1
2334,2256,738327,60800,1
2335,4111,738328,45000,1
2336,4111,738328,80100,1
2337,4005,738328,20100,1
2338,4005,738328,20300,1
2339,4005,738328,20000,1
2340,4005,738328,20200,24
2341,4005,738328,30000,6
2342,4005,738328,80000,5
2343,4005,738328,80100,5
2344,4005,738328,90500,2
2345,4005,738328,90700,2
2346,4005,738328,20500,2
2347,4005,738328,61300,8
2348,4005,738328,70100,2
2349,4005,738328,70200,2
2350,4005,738328,70300,3
2351,4005,738328,61200,1
2352,4005,738328,60400,1
2353,4005,738328,81700,1
2354,4005,738328,60800,1
2355,9000,738328,61300,6
2356,9000,738328,35000,6
2357,4005,738328,60700,1
2358,4005,738328,62000,2
2359,4005,738328,80100,1
2360,5612,738328,61300,2
2361,5612,738328,60700,1
2362,3000,738328,70500,1
2363,4005,738329,60100,1
2364,3000,738329,80200,1
2365,4005,738329,20000,1
2366,4005,738329,90300,1
2367,4005,738329,90400,1
2368,2256,738329,10100,3
2369,4113,738329,61300,1
2370,3000,738329,80200,1
2371,4005,738329,20200,17
2372,4005,738329,30000,5
2373,4005,738329,80000,5
2374,4005,738329,80100,5
2375,4005,738329,91100,2
2376,4005,738329,20500,2
2377,4005,738329,61300,6
2378,4005,738329,90000,7
2379,4005,738329,70100,1
2380,4005,738329,70200,3
2381,4005,738329,70300,5
2382,4005,738329,10200,1
2383,4135,738329,10200,1
2384,4135,738329,60800,2
2385,4135,738329,61900,2
2386,4135,738329,10100,1
2387,4135,738329,70200,2
2388,4135,738329,70300,2
2389,4135,738329,62000,1
2390,4005,738330,20200,17
2391,4005,738330,30000,4
2392,4005,738330,80100,11
2393,4005,738330,80000,11
2394,4005,738330,91100,1
2395,4005,738330,20500,3
2396,4005,738330,61300,6
2397,4005,738330,90000,11
2398,4005,738330,70200,2
2399,4005,738330,70300,3
2400,4005,738330,10200,1
2401,4005,738330,81700,1
2402,4005,738330,60400,1
2403,4005,738330,60700,1
2404,4001,738330,60400,2
2405,4001,738330,60200,2
2406,4001,738330,60000,2
2407,4001,738330,61000,2
2408,4001,738330,60700,6
2409,4135,738330,80200,2
2410,4135,738330,80500,1
2411,4005,738330,61000,1
2412,4005,738330,60800,1
2413,4000,738330,60100,30
2414,4000,738330,80500,2
2415,4000,738330,101800,3
2416,4000,738330,60200,5
2417,4000,738330,60600,10
2418,4000,738330,60800,5
2419,4000,738330,61800,10
2420,4000,738330,51600,120
2421,4000,738330,81400,10
2422,4000,738330,10200,10
2423,6782,738330,10200,60
2424,6782,738330,10000,30
2425,6782,738330,20200,4
2426,6782,738330,51000,4
2427,6782,738330,90500,2
2428,6782,738330,101000,4
2429,4005,738331,20200,12
2430,4005,738331,30000,24
2431,4005,738331,80000,4
2432,4005,738331,80100,4
2433,4005,738331,91100,5
2434,4005,738331,35700,1
2435,4005,738331,45000,1
2436,4005,738331,90500,1
2437,4005,738331,61300,3
2438,4005,738331,90000,14
2439,4005,738331,70000,1
2440,4005,738331,70100,4
2441,4005,738331,70200,4
2442,4005,738331,70300,2
2443,4005,738331,90200,7
2444,4005,738331,60500,1
2445,4005,738331,60100,2
2446,4005,738331,81700,1
2447,4113,738331,35500,1
2448,4113,738331,35600,1
2449,4005,738331,10200,10
2450,4005,738331,70400,2
2451,3001,738331,60700,2
2452,3001,738331,60800,3
2453,3001,738331,60600,2
2454,3001,738331,61800,2
2455,3001,738331,60400,3
2456,3001,738331,10100,2
2457,3001,738331,10000,1
2458,3001,738331,20000,2
2459,4005,738331,80000,1
2460,4005,738331,80100,1
2461,4005,738331,51100,2
2462,2000,738331,60400,2
2463,2000,738331,60800,2
2464,2000,738331,35000,2
2465,4135,738332,10200,4
2466,4135,738332,20200,3
2467,4135,738332,20000,2
2468,4135,738332,20500,1
2469,6671,738332,90200,12
2470,4005,738332,80200,2
2471,6671,738332,10200,1
2472,4135,738332,80100,12
2473,3000,738332,61600,1
2474,4005,738332,90400,1
2475,4005,738332,10200,10
2476,4005,738332,10200,25
2477,4005,738332,10300,22
2478,4005,738332,20200,12
2479,4005,738332,30000,11
2480,4005,738332,80000,7
2481,4005,738332,80100,7
2482,4005,738332,91100,6
2483,4005,738332,35700,2
2484,4005,738332,45000,1
2485,4005,738332,90500,3
2486,4005,738332,61300,5
2487,4005,738332,90000,13
2488,4005,738332,70200,3
2489,4005,738332,70300,5
2490,4005,738332,61000,1
2491,4005,738332,60800,1
2492,3000,738332,60800,8
2493,3000,738332,61900,8
2494,3000,738332,60800,2
2495,3000,738332,61300,6
2496,3000,738332,20500,1
2497,4135,738332,20200,1
2498,4005,738332,80100,20
2499,3000,738332,60400,1
2500,3000,738332,60800,1
2501,3000,738332,81500,2
2502,4113,738332,80900,1
2503,4005,738332,10200,1
2504,4005,738333,20200,12
2505,4005,738333,30000,7
2506,4005,738333,35300,2
2507,4005,738333,91100,3
2508,4005,738333,35700,1
2509,4005,738333,90500,3
2510,4005,738333,61300,6
2511,4005,738333,90000,7
2512,4005,738333,70100,2
2513,4005,738333,10200,1
2514,4005,738333,60500,1
2515,3000,738333,61900,4
2516,3000,738333,60800,4
2517,4005,738333,100200,1
2518,3000,738333,20000,1
2519,6699,738333,61300,12
2520,6699,738333,61800,4
2521,6699,738333,60600,4
2522,4000,738333,81800,1
2523,4000,738333,100300,1
2524,4000,738333,80900,1
2525,4005,738333,60000,2
2526,3001,738333,80400,3
2527,3001,738333,61900,6
2528,3001,738333,60600,2
2529,4005,738333,102500,2
2530,6900,738334,10100,100
2531,6900,738334,20000,55
2532,6900,738334,91100,144
2533,4005,738334,10200,2
2534,4005,738334,10100,1
2535,4005,738334,10000,1
2536,4135,738334,30000,12
2537,4135,738334,30100,1
2538,4135,738334,80100,25
2539,4005,738334,20200,26
2540,4005,738334,30000,20
2541,4005,738334,80000,4
2542,4005,738334,80100,4
2543,4005,738334,91100,4
2544,4005,738334,35700,1
2545,4005,738334,45000,2
2546,4005,738334,90500,2
2547,4005,738334,61300,6
2548,4005,738334,90000,1
2549,4005,738334,70000,1
2550,4005,738334,70200,2
2551,4005,738334,70300,7
2552,4005,738334,10200,1
2553,4005,738334,10200,1
2554,3000,738334,90600,12
2555,3000,738334,70500,1
2556,3000,738334,91100,1
2557,6900,738334,80000,24
2558,6900,738334,80100,28
2559,3000,738334,20000,3
2560,4005,738334,90400,1
2561,4005,738334,90300,1
2562,4111,738334,20000,1
2563,4005,738334,60800,2
2564,4005,738334,61000,2
2565,4005,738335,20200,34
2566,4005,738335,30000,8
2567,4005,738335,80000,15
2568,4005,738335,80100,15
2569,4005,738335,91100,5
2570,4005,738335,35700,1
2571,4005,738335,90500,2
2572,4005,738335,61300,2
2573,4005,738335,90000,4
2574,4005,738335,70000,1
2575,4005,738335,70100,3
2576,4005,738335,70200,4
2577,4005,738335,70300,7
2578,4005,738335,90200,1
2579,4005,738335,61000,1
2580,4005,738335,60500,1
2581,4005,738335,60800,1
2582,6752,738335,80200,2
2583,6752,738335,80300,2
2584,6752,738335,80400,3
2585,4111,738335,80300,1
2586,4111,738335,80500,1
2587,3500,738335,10200,1
2588,3500,738335,102100,1
2589,3000,738335,80200,1
2590,3000,738335,80300,1
2591,4000,738335,70100,1
2592,4005,738335,75000,273
2593,4113,738335,102000,1
2594,4113,738335,45000,1
2595,4111,738335,70200,1
2596,4113,738336,70000,1
2597,4113,738336,70100,1
2598,4113,738336,70200,1
2599,4113,738336,70300,1
2600,4111,738336,102000,2
2601,2000,738336,20000,1
2602,4005,738336,10200,3
2603,2000,738336,61300,1
2604,2000,738336,61600,1
2605,4113,738336,80200,1
2606,4005,738336,60700,1
2607,4005,738336,61000,1
2608,4005,738336,10200,15
2609,4005,738336,20200,23
2610,4005,738336,30000,44
2611,4005,738336,91100,3
2612,4005,738336,35700,1
2613,4005,738336,90700,1
2614,4005,738336,20500,3
2615,4005,738336,61300,3
2616,4005,738336,90000,8
2617,4005,738336,70100,1
2618,4005,738336,70200,0
2619,4005,738336,70300,3
2620,4005,738336,70400,2
2621,4005,738336,35000,12
2622,4005,738336,20000,1
2623,4005,738336,20200,2
2624,4005,738336,30000,4
2625,4005,738336,61300,1
2626,4005,738336,35300,1
2627,4005,738336,90200,2
2628,3000,738336,10300,10
2629,4111,738336,20000,1
2630,4111,738336,102000,4
2631,6671,738336,20200,10
2632,6671,738336,70100,10
2633,6671,738336,70200,10
2634,7500,738336,10200,2
2635,7500,738336,70300,50
2636,7500,738336,70200,30
2637,7500,738336,10100,6
2638,4005,738336,70400,1
2639,4005,738336,60800,2
2640,4005,738336,61000,2
2641,4005,738336,10200,1
2642,4005,738337,20200,17
2643,4005,738337,30000,44
2644,4005,738337,80000,5
2645,4005,738337,80100,5
2646,4005,738337,91100,1
2647,4005,738337,20500,1
2648,4005,738337,61300,2
2649,4005,738337,90000,13
2650,4005,738337,70100,2
2651,4005,738337,70200,2
2652,4005,738337,70300,3
2653,4005,738337,10200,1
2654,4005,738337,70400,1
2655,4005,738337,20000,1
2656,4005,738337,20200,1
2657,4005,738337,10000,2
2658,4005,738337,10200,23
2659,4005,738337,10100,1
2660,4005,738337,80000,6
2661,4005,738337,80100,6
2662,4005,738337,30000,8
2663,4005,738337,36000,1
2664,4005,738337,35800,1
2665,6699,738337,90000,100
2666,4135,738337,61000,2
2667,4135,738337,60800,2
2668,4005,738337,90300,1
2669,4005,738337,90500,1
2670,4005,738337,20000,1
2671,7200,738337,20200,3
2672,7200,738337,81600,2
2673,7200,738337,51400,2
2674,7200,738337,80000,3
2675,7200,738337,80100,3
2676,6900,738337,35700,72
2677,6900,738337,70200,60
2678,6900,738337,70100,60
2679,6900,738337,61200,3
2680,4005,738337,61300,1
2681,4005,738337,60800,1
2682,4005,738337,80000,3
2683,4005,738337,80100,3
2684,4005,738337,20100,3
2685,4005,738337,20200,5
2686,4005,738337,10200,3
2687,4005,738337,91100,10
2688,4005,738337,20300,2
2689,4005,738338,20200,15
2690,4005,738338,30000,44
2691,4005,738338,80000,5
2692,4005,738338,80100,6
2693,4005,738338,91100,7
2694,4005,738338,35700,2
2695,4005,738338,35500,1
2696,4005,738338,35600,1
2697,4005,738338,90700,1
2698,4005,738338,20500,1
2699,4005,738338,61300,4
2700,4005,738338,90000,1
2701,4005,738338,70100,2
2702,4005,738338,70200,1
2703,4005,738338,70300,3
2704,4005,738338,60500,1
2705,4005,738338,60000,1
2706,4005,738338,80000,30
2707,4005,738338,80100,30
2708,4005,738338,80900,8
2709,3000,738338,61300,4
2710,4005,738338,35000,2
2711,4005,738338,61000,2
2712,4005,738338,60800,2
2713,4005,738338,35400,2
2714,4005,738338,20200,1
2715,4005,738338,20000,1
2716,4111,738338,101900,1
2717,4111,738338,80000,1
2718,4111,738338,80100,1
2719,4135,738338,30100,1
2720,4005,738338,20200,1
2721,4005,738338,35400,1
2722,4005,738338,10200,6
2723,4113,738338,61300,1
2724,4113,738338,10200,2
2725,4005,738338,20200,1
2726,4005,738338,51500,1
2727,4005,738339,10200,6
2728,3001,738339,90600,12
2729,4005,738339,80000,60
2730,3000,738339,20000,1
2731,4005,738339,20200,14
2732,4005,738339,30000,32
2733,4005,738339,80000,5
2734,4005,738339,80100,5
2735,4005,738339,91100,3
2736,4005,738339,90500,1
2737,4005,738339,61300,6
2738,4005,738339,90000,10
2739,4005,738339,10200,1
2740,4005,738339,70000,1
2741,4005,738339,70100,3
2742,4005,738339,70200,4
2743,4005,738339,70300,4
2744,4005,738339,60800,1
2745,4005,738339,61000,1
2746,4005,738339,60500,1
2747,4005,738339,60100,1
2748,4135,738339,10200,4
2749,4135,738339,20200,3
2750,4135,738339,90500,1
2751,4135,738339,80900,2
2752,4005,738339,41200,1
2753,4135,738339,35400,1
2754,4006,738339,30000,44
2755,4006,738339,91100,12
2756,4006,738339,35700,12
2757,4006,738339,45000,12
2758,4006,738339,90500,5
2759,4006,738339,90700,2
2760,4006,738339,20500,2
2761,4006,738339,70100,10
2762,4006,738339,70200,10
2763,4006,738339,70300,10
2764,4006,738339,60500,6
2765,4006,738339,60000,12
2766,4006,738339,81700,5
2767,4006,738339,10600,1
2768,4006,738339,51100,2
2769,4005,738339,51100,1
2770,4005,738339,80900,1
2771,4005,738339,80000,7
2772,4006,738339,80100,7
2773,4005,738339,75000,2
2774,2000,738339,45000,12
2775,4135,738339,81500,3
2776,4005,738339,102700,1
2777,4005,738339,35100,4
2778,4005,738339,10200,1
2779,4005,738339,51100,1
2780,3001,738339,20200,2
2781,4005,738339,20200,1
2782,4005,738339,90500,1
2783,4005,738340,20200,40
2784,4005,738340,30000,36
2785,4005,738340,80000,2
2786,4005,738340,80100,3
2787,4005,738340,91100,8
2788,4005,738340,90500,1
2789,4005,738340,61300,4
2790,4005,738340,90000,1
2791,4005,738340,70100,2
2792,4005,738340,70200,5
2793,4005,738340,70300,2
2794,4005,738340,10200,1
2795,4005,738340,61200,1
2796,4005,738340,60500,1
2797,4005,738340,60000,1
2798,4111,738340,80000,1
2799,4111,738340,80100,1
2800,4111,738340,45000,1
2801,4111,738340,30100,1
2802,3001,738340,81200,6
2803,4005,738340,30100,1
2804,4005,738340,35200,1
2805,4005,738340,80300,2
2806,4005,738340,80200,11
2807,4005,738340,70400,5
2808,4005,738340,10200,10
2809,4005,738340,10300,5
2810,4135,738340,81500,3
2811,4005,738340,90400,1
2812,6699,738340,81200,6
2813,3000,738340,35600,2
2814,3000,738340,62000,1
2815,4005,738340,70400,2
2816,4005,738341,20200,11
2817,4005,738341,30000,24
2818,4005,738341,80000,1
2819,4005,738341,80100,1
2820,4005,738341,91100,10
2821,4005,738341,35500,1
2822,4005,738341,35600,1
2823,4005,738341,20500,1
2824,4005,738341,61300,1
2825,4005,738341,90000,16
2826,4005,738341,70100,2
2827,4005,738341,70300,2
2828,4005,738341,10200,1
2829,4005,738341,60500,1
2830,4005,738341,60000,1
2831,6699,738341,10200,200
2832,6699,738341,90200,12
2833,4005,738341,10200,1
2834,4005,738341,75000,5
2835,4005,738341,60400,6
2836,4005,738341,60800,1
2837,4005,738341,61300,1
2838,4005,738341,20000,4
2839,4005,738341,35500,4
2840,4005,738341,35600,4
2841,4005,738341,10000,2
2842,4005,738341,30100,4
2843,4005,738341,10200,10
2844,4005,738341,61300,1
2845,4005,738341,70400,1
2846,2000,738341,10000,1
2847,2000,738341,80900,4
2848,2000,738341,30100,1
2849,4005,738341,80100,400
2850,2000,738341,80900,3
2851,2000,738341,60000,1
2852,2000,738341,60500,1
2853,2000,738341,10700,2
2854,2000,738341,20000,1
2855,2000,738341,60800,4
2856,2000,738341,61000,4
2857,2000,738341,10100,2
2858,3000,738341,45000,4
2859,4005,738342,20200,26
2860,4005,738342,30000,28
2861,4005,738342,80000,6
2862,4005,738342,91100,3
2863,4005,738342,61300,8
2864,4005,738342,90000,13
2865,4005,738342,70100,1
2866,4005,738342,70300,1
2867,4005,738342,61000,1
2868,4005,738342,60800,1
2869,4005,738342,70400,1
2870,5612,738342,81200,4
2871,3000,738342,81200,1
2872,2000,738342,70500,2
2873,5000,738342,102100,20
2874,5000,738342,51500,2
2875,3000,738342,80000,12
2876,3000,738342,61300,4
2877,3000,738342,20000,1
2878,3000,738342,61300,12
2879,4005,738342,20000,3
2880,4005,738342,20200,1
2881,4005,738342,20300,1
2882,4005,738342,10200,1
2883,4005,738343,20200,18
2884,4005,738343,30000,20
2885,4005,738343,91100,2
2886,4005,738343,45000,1
2887,4005,738343,90500,1
2888,4005,738343,61300,8
2889,4005,738343,70100,1
2890,4005,738343,70200,8
2891,4005,738343,70300,4
2892,4005,738343,10200,1
2893,4005,738343,61000,4
2894,4005,738343,61900,1
2895,4005,738343,60800,5
2896,4005,738343,10200,15
2897,3000,738343,20000,10
2898,3000,738343,30000,4
2899,4111,738343,20000,1
2900,4111,738343,10200,1
2901,4111,738343,20200,1
2902,2000,738343,20000,2
2903,2000,738343,61300,2
2904,5000,738343,60400,2
2905,5000,738343,60800,2
2906,5000,738343,90600,12
2907,4005,738343,10200,1
2908,4005,738343,51500,1
2909,4005,738343,60800,3
2910,4005,738343,61000,3
2911,4113,738343,10200,1
2912,5000,738343,101900,12
2913,5000,738343,20400,1
2914,3000,738343,61400,2
2915,4005,738343,90400,1
2916,4005,738344,20200,12
2917,4005,738344,30000,8
2918,4005,738344,90700,1
2919,4005,738344,91100,2
2920,4005,738344,61200,2
2921,2345,738344,35500,1
2922,2345,738344,35600,1
2923,4111,738344,80000,1
2924,4111,738344,80100,2
2925,4111,738344,45000,1
2926,4005,738344,20200,24
2927,4005,738344,30000,12
2928,4005,738344,80000,9
2929,4005,738344,80100,9
2930,4005,738344,45000,1
2931,4005,738344,91100,5
2932,4005,738344,90700,1
2933,4005,738344,61300,4
2934,4005,738344,90000,21
2935,4005,738344,70300,4
2936,4005,738344,60400,1
2937,4005,738344,60500,2
2938,4005,738344,60000,1
2939,4005,738344,61900,1
2940,4005,738344,60800,2
2941,4005,738344,61900,3
2942,4005,738344,60400,2
2943,4005,738344,60800,5
2944,4005,738344,31000,1
2945,4005,738344,70100,3
2946,4005,738344,70000,1
2947,4005,738344,20000,2
2948,4005,738344,30000,2
2949,4005,738344,35600,1
2950,4005,738344,35500,1
2951,4005,738344,103400,1
2952,2000,738344,61300,2
2953,2000,738344,61900,1
2954,2000,738344,60800,1
2955,2000,738344,102000,2
2956,4005,738344,20000,1
2957,4005,738344,20200,2
2958,3000,738344,60800,1
2959,3000,738344,61000,1
2960,4005,738344,70400,3
2961,4005,738345,20200,15
2962,4005,738345,30000,20
2963,4005,738345,20000,1
2964,4005,738345,80000,3
2965,4005,738345,80100,3
2966,4005,738345,91100,4
2967,4005,738345,35700,1
2968,4005,738345,45000,1
2969,4005,738345,90500,1
2970,4005,738345,61300,5
2971,4005,738345,90000,5
2972,4005,738345,70000,1
2973,4005,738345,70100,4
2974,4005,738345,10200,1
2975,3000,738345,60300,2
2976,9000,738345,61300,12
2977,9000,738345,81300,2
2978,4005,738345,10200,20
2979,5612,738345,10100,2
2980,4005,738345,70000,1
2981,4005,738345,70200,9
2982,4005,738345,70300,10
2983,4005,738345,30000,40
2984,4005,738345,20200,23
2985,4005,738345,80000,15
2986,4005,738345,80100,15
2987,4005,738345,91100,7
2988,4005,738345,45000,2
2989,4005,738345,90500,3
2990,4005,738345,61300,4
2991,4005,738345,70100,6
2992,4005,738345,70200,4
2993,4005,738345,70300,4
2994,4005,738345,10200,2
2995,4005,738346,51100,10
2996,3001,738346,10100,2
2997,2256,738346,70400,6
2998,4005,738346,20100,2
2999,4005,738346,20300,1
3000,4135,738346,35800,1
3001,3000,738346,61800,2
3002,3000,738346,60600,2
3003,4005,738346,10200,1
3004,4005,738346,35500,-3
3005,4005,738346,35600,-3
3006,4006,738346,35500,-2
3007,4006,738346,35600,-2
3008,4111,738346,80100,1
3009,6671,738346,10200,100
3010,6671,738346,20300,24
3011,6671,738346,20400,48
3012,6671,738346,10000,20
3013,6671,738346,10100,20
3014,6671,738346,20200,72
3015,6671,738346,70300,10
3016,6671,738346,70200,10
3017,4005,738346,10200,10
3018,2000,738346,20000,2
3019,2000,738346,30200,4
3020,2000,738346,35100,2
3021,2000,738346,35300,1
3022,2000,738346,35600,1
3023,2000,738346,60200,1
3024,2000,738346,10700,1
3025,2000,738346,10000,1
3026,2000,738346,60800,1
3027,3001,738347,45000,1
3028,4005,738347,20200,34
3029,4005,738347,30000,12
3030,4005,738347,80000,1
3031,4005,738347,80100,1
3032,4005,738347,91100,11
3033,4005,738347,45000,1
3034,4005,738347,90500,2
3035,4005,738347,90700,1
3036,4005,738347,20500,1
3037,4005,738347,61300,1
3038,4005,738347,90000,5
3039,4005,738347,70000,1
3040,4005,738347,70100,4
3041,4005,738347,70200,5
3042,4005,738347,70300,2
3043,4005,738347,10200,1
3044,3000,738347,20000,1
3045,3000,738347,80500,1
3046,3000,738347,80900,1
3047,6671,738347,70200,10
3048,4005,738347,100100,1
3049,3000,738347,61900,2
3050,3000,738347,35600,1
3051,5000,738348,61200,3
3052,5000,738348,61500,3
3053,5000,738348,61400,3
3054,6752,738348,80400,1
3055,6752,738348,80500,1
3056,6752,738348,60700,3
3057,4005,738348,80000,1
3058,4005,738348,20200,21
3059,4005,738348,30000,36
3060,4005,738348,80000,13
3061,4005,738348,91100,1
3062,4005,738348,90500,1
